,label,text,cleaned_text
1761,0,"Assis au travail pas juste, donc pas juste",assis travail juste donc juste
1762,0,Whoh what a day ... maintenant pour la partie fermée ... temps d'affectation hydraulique,whoh what day maintenant partie ferm temps affectation hydraulique
1763,0,Oh wtf @ house. pas cool.,oh wtf house cool
1764,0,Brain hurty squishy mess,brain hurty squishy mess
1765,0,ahh vous avez raison pixar,ahh raison pixar
1766,0,S'est réveillé trop tôt,veill trop
1767,0,regarder la télévision. essayer de dormir. Ne fonctionne pas.,regarder vision essayer dormir fonctionne
1768,0,En tant que paof freeview? Nous n'obtenons pas le canal sportif,tant paof freeview obtenons canal sportif
1769,0,Je ne vais jamais dormir ce soir,vais jamais dormir soir
1770,0,No travoradio ce matin. Blipfm est en panne.,no travoradio matin blipfm panne
1771,0,Et il m'a fallu toute ma promenade à la gare pour l'annuler,fallu toute promenade gare annuler
1772,0,C'est vraiment triste que wolud déteste ça! Mais j'ai eu du lait choco plus tôt = d lol,vraiment triste wolud teste lait choco plus lol
1773,0,"J'ai eu une réaction allergique à mes contacts, coincé avec mes spécifications jusqu'à ce qu'il s'efface. Signifie et met fin à mon allaitement",action allergique contacts coinc sp cifications jusqu efface signifie met fin allaitement
1774,0,Oh mon x60 est mort,oh mort
1775,0,"Je viens de finir de cuisiner un bol de spag à partir de zéro ... en d'autres termes, j'ai cuisiné depuis 4 heures! Je n'ai plus faim",viens finir cuisiner bol spag partir ro autres termes cuisin depuis heures plus faim
1776,0,en essayant d'écrire dssertation,essayant crire dssertation
1777,0,c'est ce que je pensais. Bummer!,pensais bummer
1778,0,"... cette réponse de suppois ouvertement faux, faux comptes sont fermés tout le temps! Et cela contredit leurs propres termes aussi.",cette ponse suppois ouvertement faux faux comptes ferm tout temps cela contredit leurs propres termes aussi
1779,0,Oh noooooo kath est de retour de congé annuel !!!!! Du du duuuuuuuu!,oh noooooo kath retour cong annuel duuuuuuuu
1780,0,Merci d'être un excellent personnage à la maison! Je suis triste de te voir partir!,merci tre excellent personnage maison triste voir partir
1781,0,"Je n'ai pas eu votre réponse ""twitter is crap""",ponse twitter is crap
1782,0,"Papa a été admis à l'hôpital hier, donc voulez-vous voler à Cape Town pour visiter ... R1900 pour le billet de retour lundi sur",papa admis pital hier donc voulez voler cape town visiter billet retour lundi
1783,0,"Je n'ai pas tweeté depuis des années, mon twitterberry ne fonctionne plus d'aide!",tweet depuis ann twitterberry fonctionne plus aide
1784,0,Je n'aime pas ces changements tardifs en même temps que la lumière sanglante à l'extérieur de ma fenêtre quand je suis censé aller dormir,aime changements tardifs temps lumi re sanglante ext rieur fen tre quand cens aller dormir
1785,0,Désir d'hier,sir hier
1786,0,Je veux un mec comme carmello ou jimmy,veux mec comme carmello jimmy
1787,0,Désolé d'entendre ça. Quelque chose de précis? X,sol entendre quelque chose pr cis
1788,0,Ha ha ha damn j'ai eu un bon moment chillin wit mon hizzo préféré a dansé mon visage hors @ the lodge n'a jamais fait pour backbooter ..,ha ha ha damn bon moment chillin wit hizzo pr visage hors the lodge jamais fait backbooter
1789,0,travail aujourd'hui,travail aujourd hui
1790,0,Je ne suis pas sur le but rn,but rn
1791,0,"J'ai accidentellement mis du sucre dans mes aliments au lieu du sel, alors maintenant je mange du riz frit et doux, ma maladresse m'étonne parfois!",accidentellement mis sucre aliments lieu sel alors maintenant mange riz frit doux maladresse tonne parfois
1792,0,Pourquoi les gens de ma salle de gym ne sont-ils pas dans mon train le matin? Il est toujours plein de pannes,pourquoi gens salle gym train matin toujours plein pannes
1793,0,Un nouveau terrain de vente aujourd'hui pour un client potentiel. Je fais plus de ventes que de développement ces jours-ci,nouveau terrain vente aujourd hui client potentiel fais plus ventes veloppement jours ci
1794,0,"Téléchargeant le torrent de la sytycda d'hier soir, où mon amour bj était tragiquement (mais prévisiblement) éliminé",chargeant torrent sytycda hier soir amour bj tait tragiquement limin
1795,0,En attente d'une mise à jour de ma voiture. C'est dans le magasin à nouveau!,attente mise jour voiture magasin nouveau
1796,0,Ennuyé de faire ses devoirs que fait le pingping?,ennuy faire devoirs fait pingping
1797,0,"Le linge paabout le plus mauvais est: plus vous attendez pour le faire, plus il est désagréable.",linge paabout plus mauvais plus attendez faire plus sagr able
1798,0,"Oh, votre tweet portait sur les armes? Qui est couvert par la boîte de pandora - ne peut pas l'empêcher de nous laisser tous en colère",oh tweet portait armes couvert bo pandora peut emp cher laisser tous col re
1799,0,Baise ... je ne peux pas dormir,baise peux dormir
1800,0,"Une autre confab de plaisir, peu importe ce qui en résulte. J'aimerais n'avoir pas travaillé jusqu'à 9. Je vais regretter la semaine prochaine, cependant.",autre confab plaisir peu importe sulte aimerais avoir travaill jusqu vais regretter semaine prochaine cependant
1801,0,Est tellement fier avec son frère! Huhu .. il est si talentueux ... j'aimerais pouvoir faire mieux comme lui ...,tellement fier fr re huhu si talentueux aimerais pouvoir faire mieux comme
1802,0,Je manque à mes meilleurs amis. Je manque de temps amusant ensemble. Je t'aime les gars et tu me manques tellement,manque meilleurs amis manque temps amusant ensemble aime gars manques tellement
1803,0,Fait avec les devoirs. Éternuant mais se sentant mieux! 28 jours,fait devoirs ternuant sentant mieux jours
1804,0,"S'est éteint la nuit dernière, tandis que maman était puttin cream sur my.tattoo",teint nuit derni re tandis maman tait puttin cream my tattoo
1805,0,Aww no invitation ?? Lol jk. Fraicheur pour le jour de congé!,aww no invitation lol jk fraicheur jour cong
1806,0,Nah messieurs. J'ai eu la classe à 8 heures du matin le mercredi. Mais merci quand même! & Lt; 3,nah messieurs classe heures matin mercredi merci quand lt
1807,0,"Je crains que ce soit toujours une fois de plus quand vous ne pouvez pas dormir dans votre lit, espérons que votre père va mieux, il est dans mes prières.",crains toujours fois plus quand pouvez dormir lit esp rons re va mieux pri res
1808,0,Notez à vous tous: n'allez pas à la barre de chocolat @ schiphol !! Ce sont les passagers seulement,notez tous allez barre chocolat schiphol passagers seulement
1809,0,na pas entendre parler de mon avoir aujourd'hui,na entendre parler avoir aujourd hui
1810,0,Les journalistes sont là-bas avec des enquêteurs en ambulance dans mon compte rendu,journalistes bas enqu teurs ambulance compte rendu
1811,0,"Bonjour au monde, je ne pouvais pas dormir ce soir, copenhague ne veut pas quitter la tête ...",bonjour monde pouvais dormir soir copenhague veut quitter
1812,0,Flo rida a échantillonné cette chanson bleue qu'il a écrasé cette chanson pour moi,flo rida chantillonn cette chanson bleue cras cette chanson
1813,0,Oh oh! C'est triste!,oh oh triste
1814,0,J'ai eu un plan extravagant mais conservant le temps aligné pour aujourd'hui ....... qui est maintenant oublié,plan extravagant conservant temps align aujourd hui maintenant oubli
1815,0,Comment l'avez-vous regardé? J'ai essayé le lien youtube mais ça ne fonctionnera pas!,comment regard essay lien youtube fonctionnera
1816,0,J'ai manqué mon petit ami qui est au téléphone avec mais ce n'est pas le même tweet,manqu petit ami phone tweet
1817,0,Ne recevra aucun argent rudd pour les personnes en doute ...? Context = & amp; kbs = esb.xr4 & amp; go = ok,recevra aucun argent rudd personnes doute context amp kbs esb xr amp go ok
1818,0,Cela semble ennuyeux comme l'enfer,cela semble ennuyeux comme enfer
1819,0,Est triste parce qu'il y a eu un autre tremblement de terre en Italie ...,triste parce autre tremblement terre italie
1820,0,Je suis triste ... la localisation néerlandaise dans dl2 est mauvaise ... c'est incomplet et a trop de troncatures ...,triste localisation erlandaise dl mauvaise incomplet trop troncatures
1821,0,- tu n'es pas gentil,gentil
1822,0,Merveilleux ... je serai à 9 heures ... vous vous levez à 9 heures ...,merveilleux heures levez heures
1823,0,"Hey Emily, tu mens! Meanie",hey emily mens meanie
1824,0,Omg gémissement gémissement gémissement gémissement loterie est sur stfu j'ai dû expliquer à qidong qu'il a été baisé.,omg missement missement missement missement loterie stfu expliquer qidong bais
1825,0,Je suis resté trop tard. N'a pas eu le design fait comme je voulais,rest trop tard design fait comme voulais
1826,0,Les allergies jouent comme en colère aujourd'hui,allergies jouent comme col re aujourd hui
1827,0,Planter un ami aujourd'hui. N'a pas été à un enterrement à & gt; 20 ans.,planter ami aujourd hui enterrement gt ans
1828,0,Pas de musique aujourd'hui. Blip.fm est en cours de maintenance,musique aujourd hui blip fm cours maintenance
1829,0,"Oh, vous êtes allé à la boîte sans moi lol la prochaine fois que nous pouvons le faire ensemble",oh all bo sans lol prochaine fois pouvons faire ensemble
1830,0,Je me suis rendu compte que je ne parle à personne ...,rendu compte parle personne
1831,0,Quelle triste pensée si ce n'est pas le cas! & Lt; 3 cc,quelle triste pens si cas lt cc
1832,0,"Ne veut pas aller à l'école demain. C'est le dernier jour, mais c'est aussi le jour de Twyla",veut aller cole demain dernier jour aussi jour twyla
1833,0,"Vous ne pouvez pas siroter la vodka! Non, il n'a pas eu de mal au genou - pas bon",pouvez siroter vodka non mal genou bon
1834,0,Au médecin aujourd'hui Emily a une éruption cutanée qui ressemble à la rougeole,decin aujourd hui emily ruption cutan ressemble rougeole
1835,0,J'ai aussi le mien,aussi mien
1836,0,Qu'est-ce qui ne va pas avec une putain d'attention?,va putain attention
1837,0,Sur l'entraîneur va être amusant!,entra neur va tre amusant
1838,0,Manque déjà de rachis,manque rachis
1839,0,Je suis toujours en retard. J'aimerais être une personne du matin mais je ne suis pas,toujours retard aimerais tre personne matin
1840,0,Ahhhhhhh! Tout le monde fait la lessive sauf moi,ahhhhhhh tout monde fait lessive sauf
1841,0,Boxee a maintenant une pandora. Inutile pour moi ici en oz. Boo hoo,boxee maintenant pandora inutile ici oz boo hoo
1842,0,Je jambe jolie!,jambe jolie
1843,0,"Non, pas encore, mais aussi besoin de terminer le reste;)",non encore aussi besoin terminer reste
1844,0,Merci uuu! Je sais que je t'ai entendu parler à Dallas,merci uuu sais entendu parler dallas
1845,0,Downey où est l'été?,downey
1846,0,Je me fais pisser dernièrement - je sais que je te fais des blagues de Mormon - je suis désolé. J'entends les blagues de Mormon maintenant et je me sens mal.,fais pisser derni rement sais fais blagues mormon sol entends blagues mormon maintenant sens mal
1847,0,"De plus, je me rends compte que cela a semblé un peu dramatique-reine, mais je n'ai pas été malade depuis des années. Ça m'a frappé dur cette fois-ci",plus rends compte cela sembl peu dramatique reine malade depuis ann frapp dur cette fois ci
1848,0,"D'accord, je suis désolé, c'était méchant. Je ne suis pas gentil",accord sol tait chant gentil
1849,0,Craaaaap. Mon macbook pro est actuellement en panique dans le noyau. Je pense que je serai contraint de monter plus tôt que cet été,craaaaap macbook pro actuellement panique noyau pense contraint monter plus cet
1850,0,Pose ta b goin ta az cette semaine j'espère lol,pose goin az cette semaine esp re lol
1851,0,"Eh bien, cela m'a rendu triste, je me suis assis pour regarder la télévision, puis je me suis souvenu que je n'ai plus de câble. Lol.",eh bien cela rendu triste assis regarder vision puis souvenu plus ble lol
1852,0,Je vous remercie!! Je dois tout faire encore aujourd'hui,remercie dois tout faire encore aujourd hui
1853,0,A eu une belle journée à la plage suivie d'un dîner avec une belle femme;) roulez aujourd'hui le travail!,belle journ plage suivie ner belle femme roulez aujourd hui travail
1854,0,"je suis d'accord! Clairement, ils ne veulent que de l'attention, désolé je ne pouvais pas attraper le matelassier",accord clairement veulent attention sol pouvais attraper matelassier
1855,0,"J'ai fumé dans mes yeux, maintenant ils brûlent",fum yeux maintenant br lent
1856,0,"Aime ce que le module de cadre de fichier pourrait faire, mais est malade d'erreurs de bitcache, ce qui rend impossible le téléchargement de fichiers",aime module cadre fichier pourrait faire malade erreurs bitcache rend impossible chargement fichiers
1857,0,Je me sens seul aujourd'hui ...,sens seul aujourd hui
1858,0,J'aimerais pouvoir me coucher ...,aimerais pouvoir coucher
1859,0,Haha ma maison est horrible la nuit !! Il crecks et stuff ... scénario. Lol ... je vais aller au lit.,haha maison horrible nuit crecks stuff sc nario lol vais aller lit
1860,0,Je ne peux pas télécharger ma photo,peux charger photo
1861,0,"Ah ... je hais la grippe ... maintenant, c'est son troisième jour. Devinez ce qui s'est passé accidentellement, j'ai rasé les sourcils. J'ai besoin de lunettes",ah hais grippe maintenant troisi jour devinez pass accidentellement ras sourcils besoin lunettes
1862,0,Mais j'aime lire les conneries!,aime lire conneries
1863,0,"Je suis tellement confus, ça suce!",tellement confus suce
1864,0,Doit étudier les mathématiques 4 économie mais n'est pas d'humeur,doit tudier math matiques conomie humeur
1865,0,"Encore sur mon ""lions & amp; Tigres & amp; Ours & quot; Shyt ............. mais dieu est bon par conséquent, je serai aussi",encore lions amp tigres amp ours quot shyt dieu bon cons quent aussi
1866,0,Pourquoi les autres répondent-ils,pourquoi autres pondent
1867,0,"Très fort cou, jour 2",tr fort cou jour
1868,0,No le gusta maison de maison 5 min intro,no gusta maison maison min intro
1869,0,Manquant le fab cinq,manquant fab cinq
1870,0,C'était une répétition ce soir pour la fille de potins,tait tition soir fille potins
1871,0,Perd son mari pour une semaine demain pour le travail. Pâques et tous,perd mari semaine demain travail ques tous
1872,0,Je pense à obtenir mon ancien tuner fm du garage car j'ai des problèmes lorsque mon PC ne cesse de lire l'audio,pense obtenir ancien tuner fm garage car probl lorsque pc cesse lire audio
1873,0,Je veux que mon argent de kevo se dépêche,veux argent kevo che
1874,0,"Quelqu'un qui veut m'aider ??? J'ai essayé de faire une mélodie triste au piano pour une nouvelle chanson, mais ça finit toujours par être heureux et brillant ???",quelqu veut aider essay faire lodie triste piano nouvelle chanson finit toujours tre heureux brillant
1875,0,bon pour moi. Je ne suis pas allé au lit ...,bon all lit
1876,0,Bicarbonate d'avoine + biscuits aux pépites de chocolat pour me fatiguer. Je ne peux pas dormir,bicarbonate avoine biscuits pites chocolat fatiguer peux dormir
1877,0,Et donc l'édition de 3000 tirs de mariage commence,donc dition tirs mariage commence
1878,0,Mon facebook est baisé.,facebook bais
1879,0,Je pensais que je t'ai vu là-bas! Vous étiez à la porte quand je vous ai vu.,pensais vu bas tiez porte quand vu
1880,0,doux! C'était amusant ... sauf qu'il a étiré mon navigateur ... et je regardais le twit!,doux tait amusant sauf tir navigateur regardais twit
1881,0,"Les publicités ne sont pas encore apparues, l'équipe d'adsense de Google a déclaré qu'elle pouvait tarder 48 heures à",publicit encore apparues quipe adsense google clar pouvait tarder heures
1882,0,"Fatigué, j'ai besoin d'un régulier 9-5",fatigu besoin gulier
1883,0,Mon chien est dans ma chambre ronflant!,chien chambre ronflant
1884,0,Aller dormir ... dans l'espoir de me réveiller et demain sera mercredi au lieu de mardi ... je ne veux vraiment pas travailler,aller dormir espoir veiller demain mercredi lieu mardi veux vraiment travailler
1885,0,Nite !! Je ne peux toujours pas m'endormir.,nite peux toujours endormir
1886,0,Je suis tellement insomniaque cette semaine,tellement insomniaque cette semaine
1887,0,en gros. J'ai l'impression de devoir mieux m'occuper de moi après avoir vu ce fou. Pas plus de soupe pour moi,gros impression devoir mieux occuper apr avoir vu fou plus soupe
1888,0,Crache encore des points de suture de ce greffon osseux,crache encore points suture greffon osseux
1889,0,Pour le serveur de signetlare toujours tellement fiable,serveur signetlare toujours tellement fiable
1890,0,"Eh bien, c'était un travail de nuit amusant, maintenant à la journée de travail",eh bien tait travail nuit amusant maintenant journ travail
1891,0,dormir dans. Halo ce soir avant de partir,dormir halo soir avant partir
1892,0,"Pas du côté du pont, j'espère?",pont esp re
1893,0,Watchin ... je ne suis pas là. Et le grand livre de santé,watchin grand livre sant
1894,0,"Désolé, votre journée était un gaspillage, j'espère que vous avez trouvé de bons morceaux et que vous êtes à la maison.",sol journ tait gaspillage esp re trouv bons morceaux maison
1895,0,"Tellement jaloux ... je veux de la salsa, mais les cookies étaient incroyables!",tellement jaloux veux salsa cookies taient incroyables
1896,0,Blip est & quot; under maintenance & quot; & Amp; Je vais passer par retrait,blip quot under maintenance quot amp vais passer retrait
1897,0,"Hey voisin, je ne peux pas non plus",hey voisin peux non plus
1898,0,C'est une situation aussi triste. Même si 1-en-3 sera battu. En nous toutes les 15 secondes & amp; 3 tués par jour. C'est tristement banal,situation aussi triste si battu toutes secondes amp jour tristement banal
1900,0,Journaliste lance une chaussure à chidambaram,journaliste lance chaussure chidambaram
1901,0,"Commencer à se ressentir d'être toujours frappé par la créativité après minuit, puis de se lever pour travailler le matin",commencer ressentir tre toujours frapp cr ativit apr minuit puis lever travailler matin
1902,0,"Quelle est la meilleure façon de manger de la pizza réchauffée, je continue d'essayer de manger celle-ci, mais c'est trop chaud et fait doucher ma bouche",quelle meilleure fa manger pizza chauff continue essayer manger celle ci trop chaud fait doucher bouche
1903,0,"Rien n'était malade toute la journée, il a su que je suis juste en retard, je ne peux pas dormir",rien tait malade toute journ su juste retard peux dormir
1904,0,"Même avec les meilleures intentions, je suis en retard pour le travail à nouveau",meilleures intentions retard travail nouveau
1905,0,"Je vous remercie!! J'ai passé des siècles le jeudi à nettoyer, puis je suis venu tout le monde et ça ressemblait à un bon conseil à nouveau",remercie pass si cles jeudi nettoyer puis venu tout monde ressemblait bon conseil nouveau
1906,0,"Les héros perdent leur élan): venez, les écrivains le ramassent!",ros perdent lan venez crivains ramassent
1907,0,C'est tellement ennuyeux,tellement ennuyeux
1908,0,Est de retour au travail ... bien que j'aimerais être rentré au lit ...,retour travail bien aimerais tre rentr lit
1909,0,Son entorse! Je suis content d'être en vacances,entorse content tre vacances
1910,0,"Un bus stupide était au début, je l'ai manqué. Assez stupide alors j'ai raté le bus après ça. J'ai finalement obtenu un bus, puis j'ai manqué mon deuxième: '(gutz.",bus stupide tait but manqu assez stupide alors rat bus apr finalement obtenu bus puis manqu deuxi gutz
1911,0,"Problème, ils ne font pas appel à un public suffisamment large, même s'ils pensent qu'ils peuvent être",probl font appel public suffisamment large pensent peuvent tre
1912,0,"Yikes! Maintenant, je n'ai aucun indice à faire!",yikes maintenant aucun indice faire
1913,0,Je suis engagé à muppet orlando et je viens de réaliser oh mon dieu je ne peux pas me marier Justin Timberlake,engag muppet orlando viens aliser oh dieu peux marier justin timberlake
1914,0,Sur le train sans gardien,train sans gardien
1915,0,L'a fait en cc le samedi après-midi après 17 heures dans l'air et je suis maintenant dans le sud fl ... jetlag suce !! N'ont pas eu un sommeil complet depuis les thurs,fait cc samedi apr midi apr heures air maintenant sud fl jetlag suce sommeil complet depuis thurs
1916,0,"Je suis au travail, et je suis malade ... et il y a beaucoup de choses. Cela souffle.",travail malade beaucoup choses cela souffle
1917,0,Je suis tellement fauché! Un enfant confus et stupide! Je ne me suis jamais senti si mal toute ma vie! J'aimerais avoir une spécialité! Dommage je n'ai aucun = '(,tellement fauch enfant confus stupide jamais senti si mal toute vie aimerais avoir sp cialit dommage aucun
1918,0,Est allé chez le médecin aujourd'hui et mon niveau de glycémie était de 178.,all chez decin aujourd hui niveau glyc mie tait
1919,0,Gosh ... ça me rend triste quand les gens ne donnent pas à Dieu une chance,gosh rend triste quand gens donnent dieu chance
1920,0,"* Bâillement * je suis très bien, merci, d'accord, je suis désolé d'entendre ça! Se sentir mieux bientôt & lt; 3",illement tr bien merci accord sol entendre sentir mieux bient lt
1921,0,c'est tellement triste,tellement triste
1922,0,Il est 8h40 ... j'ai été éveillé pendant près de 2 heures,veill pendant pr heures
1923,0,Ne peut pas dormir. Je n'aime pas que mon fils soit parti.,peut dormir aime fils parti
1924,0,Pas très ivre,tr ivre
1925,0,enfin! Mis à jour ... oohh i sooo manque l'internet {désolé de dire que woop2x peut ne pas ouvrir apr.10} alors comment ça va?,enfin mis jour oohh sooo manque internet sol dire woop peut ouvrir apr alors comment va
1926,0,ça me manque,manque
1927,0,"Et vous allez vous familiariser avec Twitter bientôt! Je ne reviendrai pas cet été, alors cela signifie que je ne te vois même pas alors?",allez familiariser twitter bient reviendrai cet alors cela signifie vois alors
1928,0,Aime s'énerver ... juste pas par lui-même,aime nerver juste
1929,0,J'ai un trou dans mon top préféré. Je l'ai acheté dans la vente avant Noël alors je ne peux même pas obtenir un échange pourrait essayer de le réparer plus tard.,trou top pr achet vente avant no alors peux obtenir change pourrait essayer parer plus tard
1930,0,"Je me sens très mal et je suis désolé pour moi. Ne peut pas avaler, ni les glandes stupides.",sens tr mal sol peut avaler ni glandes stupides
1931,0,". Oui, je suis merci pour le voyage au monde, baisez ma vie hahaha",oui merci voyage monde baisez vie hahaha
1932,0,Je ne vois rien de stupide youtube et leurs restrictions de localisation. Qui est à la vitesse?,vois rien stupide youtube leurs restrictions localisation vitesse
1933,0,"Elle veut maintenant un mmmf, sauf que je dois jouer un rôle de soutien, mais les deux autres gars ont d'énormes coqs que dois-je faire?",veut maintenant mmf sauf dois jouer soutien deux autres gars normes coqs dois faire
1934,0,Banni des forums de sims pour le reste de la semaine. Tout se sent étrange. Je ne m'arrêtais qu'à chanel: '(,banni forums sims reste semaine tout sent trange arr tais chanel
1935,0,Je me suis occupé de ce latte après le rendez-vous horrible. J'ai besoin de retirer chirurgicalement mes dents de sagesse,occup latte apr rendez horrible besoin retirer chirurgicalement dents sagesse
1936,0,"Oh mais le mien est en céramique, donc il est plus ex abit moins visible. Les intérieurs sont très ex Double le prix n double la durée",oh mien ramique donc plus ex abit moins visible int rieurs tr ex double prix double dur
1937,0,"Chers passionnés, merci pour votre service régulier de notre alarme contre le cambrioleur, je suis très reconnaissant pour les nouveaux tons d'entrée auriculaires de 200db",chers passionn merci service gulier alarme contre cambrioleur tr reconnaissant nouveaux tons entr auriculaires db
1938,0,"Tout le combat et le nom callin, je peux encore courir 2 ma soeur! Nite ...",tout combat nom callin peux encore courir soeur nite
1939,0,Malade aujourd'hui et j'ai beaucoup à faire au travail,malade aujourd hui beaucoup faire travail
1940,0,"Essayant de trouver un travail technologique. Ne peut trouver aucun emploi de niveau d'entrée. Également à peu près tous les sites de travail ont plus de courrier indésirable maintenant, puis des emplois.",essayant trouver travail technologique peut trouver aucun emploi niveau entr galement peu pr tous sites travail plus courrier ind sirable maintenant puis emplois
1941,0,"4 heures du matin, l'insomnie est une salope",heures matin insomnie salope
1942,0,Vint tout au long de la salle de bain. pas drôle,vint tout long salle bain dr
1943,0,Au travail,travail
1944,0,Vraiment faim et triste que je devais jeter mon petit-déjeuner dans la poubelle,vraiment faim triste devais jeter petit jeuner poubelle
1945,0,Oh darn ... c'est mandy creed n'est-ce pas,oh darn mandy creed
1946,0,Je ne comprends pas. Je ne voulais pas casser le cœur de personne.,comprends voulais casser ur personne
1947,0,"Obama se rend aujourd'hui à Istanbul, donc toutes les routes principales ont été fermées à cause et effet !!!",obama rend aujourd hui istanbul donc toutes routes principales ferm cause effet
1948,0,"Une belle journée, un soleil flamboyant ... trop mauvais, je dois travailler",belle journ soleil flamboyant trop mauvais dois travailler
1949,0,"Omg ma fille vient de me réveiller, la raison n'a pas d'importance et amp; Maintenant, je ne peux pas retourner à dormir, je dois avancer à 5, alors peut-être que je resterai debout. **soupir**",omg fille vient veiller raison importance amp maintenant peux retourner dormir dois avancer alors peut tre resterai debout soupir
1950,0,"Pourquoi n'avez-vous pas tweet que vous êtes en Allemagne, avez-vous entendu parler de la conception de Marburg dans la radio 1 heure avant le début.",pourquoi tweet allemagne entendu parler conception marburg radio heure avant but
1951,0,La fin de la nuit est récurrente,fin nuit currente
1952,0,Rentre à la maison ... il neige,rentre maison neige
1953,0,"Oui, c'est un perdant.",oui perdant
1954,0,Et finito! Tous les entrepreneurs de salles de bains étaient dans la maison. Citations entrantes alors j'ai besoin de mordre la balle,finito tous entrepreneurs salles bains taient maison citations entrantes alors besoin mordre balle
1955,0,Awww! Ça suce! Allez-vous à Sydney?,awww suce allez sydney
1956,0,"Désolé, sf. Rééchelonner mon voyage sf pour le prochain week-end à la mi-mai. Mauvaises circonstances",sol sf chelonner voyage sf prochain week end mi mai mauvaises circonstances
1957,0,"Deux fois, je retiens mes dents de sagesse. Besoin de dormir ... cnt stop worryng, je déteste les aiguilles",deux fois retiens dents sagesse besoin dormir cnt stop worryng teste aiguilles
1958,0,"Matin twitterati ...... grand café et un bain au dessus de la liste d'aujourd'hui, première appt 10h puis beaucoup de travail de bureau.",matin twitterati grand caf bain dessus liste aujourd hui premi re appt puis beaucoup travail bureau
1959,0,Frapper la salle de gym! Après avoir hâte de fermer mon studio ... encore une fois,frapper salle gym apr avoir fermer studio encore fois
1960,0,Ne veut pas aller travailler lol,veut aller travailler lol
1961,0,"Désolé j'ai manqué de répondre hier, rochester est en mn, donc nous ne sommes pas loin les uns des autres! Roches chocolat noir",sol manqu pondre hier rochester mn donc loin uns autres roches chocolat noir
1962,0,Je veux venir avec eux pour bohol !!!!,veux venir bohol
1963,0,Avoir un Bue froid,avoir bue froid
1964,0,A mangé un morceau de gâteau aux anges et un autre taffy laffy,mang morceau teau anges autre taffy laffy
1965,0,"Revenir à la quinta demain ... je devrais dormir, mais je suis étrangement câblé.",revenir quinta demain devrais dormir trangement bl
1966,0,Aaaaaaaaaah est encore froid dehors ... au moins il fait beau! Pour l'instant c'est,aaaaaaaaaah encore froid dehors moins fait beau instant
1967,0,Fonctionne avec des piles faibles ...,fonctionne piles faibles
1968,0,À la station-service. heure du déjeuner. fatigué.,station service heure jeuner fatigu
1969,0,Prêt à dormir mais ayant du mal à dormir,pr dormir mal dormir
1970,0,J'ai juste brûlé mes doigts sur une tasse de thé chaude - ouch !!!,juste br doigts tasse th chaude ouch
1971,0,"Hhh ~ C'est parfois comme ça quand vous voulez que les choses restent bien, alors quelqu'un vient l'épater.",hhh parfois comme quand voulez choses restent bien alors quelqu vient pater
1972,0,"J'ai le même problème, mais il est 4:43 ici ... Voyons si le comptage fonctionne ... 1234 ... 56 57 58 ... 132 133 134 ... aucun z pour moi!",probl ici voyons si comptage fonctionne aucun
1973,0,Il n'y a aucun moyen je peux aller à l'école aujourd'hui je suis malade,aucun moyen peux aller cole aujourd hui malade
1974,0,"Wikipedia est partie pour toujours! Voyez ce que le gouvernement fait là-bas, espérons que les dons ou quelque chose le ramènera!",wikipedia partie toujours voyez gouvernement fait bas esp rons dons quelque chose ram nera
1975,0,Ne semble pas surmonter la déception d'avoir absolument personne remarqué que je suis parti. Triste je ne dois pas être ennuyant je ne dois pas être ennuyeux ...,semble surmonter ception avoir absolument personne remarqu parti triste dois tre ennuyant dois tre ennuyeux
1976,0,"- Il ne me le rappelle que parce qu'il ne se lave pas les cheveux, c'est tout. Gross, je sais!",rappelle parce lave cheveux tout gross sais
1977,0,Se sent comme la danse sous la pluie comme un lutin ...... mais la pluie a cessé ohh bien .... lol je regarderai le vol des conchords à la place,sent comme danse sous pluie comme lutin pluie cess ohh bien lol regarderai vol conchords place
1978,0,Je viens de rentrer des funérailles d'un employé-employé du gouvernement.,viens rentrer fun railles employ employ gouvernement
1979,0,Ton beau n'est pas en ligne ce soir bummer pour toi ... et pas de musique non plus!,beau ligne soir bummer musique non plus
1980,0,A commencé à recevoir des dépêches destinées aux retraités - c'est tout en descente maintenant,commenc recevoir ches destin retrait tout descente maintenant
1981,0,Souhaitant pouvoir me faufiler pour regarder la star star trek,souhaitant pouvoir faufiler regarder star star trek
1982,0,Owww .... juste frappé mon coude très dur sur une porte,owww juste frapp coude tr dur porte
1983,0,"Je ne peux pas attendre 2 c carter quand bak @ skewl déteste tomber malade, ça me manque ....... blech",peux attendre carter quand bak skewl teste tomber malade manque blech
1984,0,Besoin de 2 se mettre en marche! Wana partent 24/6 bt nt sure où cairo & amp; Uk peut-être bt peut-être capable 2 aller plus tôt bt ne sera pas jusqu'à 8/5,besoin mettre marche wana partent bt nt sure cairo amp uk peut tre bt peut tre capable aller plus bt jusqu
1985,0,"Wow sur moi. J'ai fait une recherche d'épicfail et je n'ai pas vu beaucoup d'entrées, mais apparemment, c'est largement utilisé. Je suis déprimé maintenant",wow fait recherche picfail vu beaucoup entr apparemment largement utilis prim maintenant
1986,0,"Je ne veux pas être froid en avril, mais je suis",veux tre froid avril
1987,0,"Noes, mes chaussettes à la chèvre ont été usées",noes chaussettes ch vre us
1988,0,Si fatigué mais ne peut pas dormir,si fatigu peut dormir
